코스 카테고리,코스 카테고리명,강북강남구분코드,강북강남구분,자치구,거리,소요시간,코스레벨,추천수,연계지하철,교통편,설명,PDF파일경로,코스명,작성시간,세부코스,포인트순번,포인트명칭,X 좌표,Y 좌표,포인트 설명
3000,근교산자락길,2,강북,성북구,1.2km,40분,1,0,4호선,"진입로 1 : 정릉초교 버스 정류장(08-350) 지선버스 1014, 1114<br />  - 지하철4호선 성신여대입구역 6번출구에서 1014번 버스 환승 <br /> 진입로 2 : 성북생태체험관 버스 정류장(08-349) 지선버스 1014, 1114<br />  - 지하철4호선 길음역 2번출구에서 1114번 버스 환승 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ","북한산 자락길은 성북구 북한산 도시자연공원내에 위치한 경사도가 완만한 산책로로  보행약자, 임산부, 노약자, 유모차 등 모든 계층, 모든 연령이 쉽게 이용할 수 있는 무장애 산책로 620m가 포함되어 있다. 무장애 산책로구간은 데크로드로 구성되어 생태계를 보존하고, 산책로 곳곳에 휴게데크 및 사각정자, 평의자, 북카페, 안내판 등 편의시설을 조성하여 이용객들이 편리하게 이용할 수 있다. ",http://gil.seoul.go.kr/view/course/2013/10/24/,북한산 자락길,2013-10-24 13:21,북한산,997,버스정류장 정릉초교(08-350),200553.8539,457648.9772,버스정류장 정릉초교(08-350)
3000,근교산자락길,1,강남,마포구,2km,1시간 30분,1,0,6호선,진입로 : 지하철 6호선 월드컵경기장역 2번출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.  ,"마포구에 위치한 매봉산 자락길은 매봉산의 완만한 구간을 연결하여 통과하는 노선으로 누구나 이용가능한 경사이다. 또한 초입부터 약 500m구간을 보행약자를 위해 무장애데크를 조성하였다.  인접지에 월드컵경기장, 하늘공원 등이 위치함에 따라 연계하여 이용이 가능하며 마포구청, 마포농산물시장 등의 이용도 높은 시설이 있으며 주거지역이 밀집됨에 따라 이용객의 원활한 이용이 가능하다.",http://gil.seoul.go.kr/view/course/2013/10/24/,매봉산 자락길,2013-10-24 11:37,매봉산,990,데크로드 진입공간,190870.247,452321.3743,데크로드 진입공간
3000,근교산자락길,1,강남,동작구,0.5km,20분,1,0,7호선,진입로 : 7호선 숭실대입구역 3번출구 <br />   - 7호선 숭실대입구역 3번출구에서 총신대방향 600m전방 백운소방파출소옆 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,"서달산에 위치한 자락길은 0.5km로 20분이면 노선을 통과할 수 있으며 대체적으로 완만하며 낮은 코스로 진행이 된다. 주변에는 국립현충원, 달마사, 호국지장상, 미륵암 등 지역의 역사가 숨쉬고 있는 문화재가 잘 보존되어 있다. 또한, 잣나무길, 피톤치드숲이 잘 조성되어 있어 아토피치료를 위해 지역유치원 및 어린이집에서 자주 이용하고 있다. 교통편은 7호선 숭실대입구역 3번출구로 나와 총신대방향으로 약 600m 올라오면 백운소방파출소옆에서 자락길을 이용할 수 있다. ",http://gil.seoul.go.kr/view/course/2013/10/24/,서달산 자락길,2013-10-24 11:29,서달산,984,호국지장사,196881.3516,444337.4222,"호국지장사는 나라를 위해 목숨 바친 호국영령들의 명복을 기원하는 국가의 사찰이다. 전통사찰 제92호로 지정된 호국지장사는 고려 공민왕때 보인대사가 창건했다고도 하고 통일신라시대 도선국사가 창건했다고 하는 등 그 시기를 명확히 알 수 없다. 조선시대에는 화장사로 불리다가 한국전쟁 이후 국립묘지가 들어서면서 호국지장사라는 이름으로 국가의 사찰이 되었다. 주요 유물에는 철불좌상과 아미타화상도, 능인보전 후불탱화 등 12점이 있다."
3000,근교산자락길,2,강북,동대문구,0.73km,30분,1,0,,"진입로 1: 휘경유수지견인차고지앞 버스 정류장(06-137) 간선버스(파랑) 145 /지선버스(초록) 1218, 2233 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ","동대문구 배봉산 내에 위치한 자락길로 전체구간이 완만하여 누구나 이용가능한 노선이다. 배봉산은 중랑천, 답십리공원을 갈 수 있는 공원녹지순환길로 연결되어 있는 곳으로, 자락길은 무장애구간인 데크로 조성된 산책로로 배봉산연육교를 거쳐 진입할 수 있다.",http://gil.seoul.go.kr/view/course/2013/10/24/,배봉산 자락길,2013-10-24 10:37,배봉산연육교 ~ 제1만남의광장 ~ 동성빌라 ,977,배봉산 근린공원,205634.7713,453500.1222,"배봉산 자락에는 영우원과 휘경원 터가 있던 것으로 알려져 있는데 영우원은 조선 정조의 아버지인 사도세자의 묘소이며, 휘경원은 정조의 후궁이자 순조의 생모였던 수빈 박씨의 묘소이다. 배봉산이라는 이름도 이러한 역사적인 배경에서 나온 것인데, 정조가 평생에 못 다한 불효를 한다며 날마다 부친의 묘소를 향해 배례하게 되면서 산이름이 ‘배봉산(拜峰山)‘으로 불렸다는 설이있다. 이 외에도 이곳 산기슭에 영우원과 휘경원 등 왕실의 묘원이 마련되면서 길손들이 고개를 숙이고 지나갔기 때문에 배봉(拜峰)으로 불렸다는 설이 있고, 산의 형상이 도성을 향하여 절하는 형세를 띄었기 때문에 이름이 유래되었다는 설도 있다."
3000,근교산자락길,1,강남,강동구,0.7km,20분,1,0,5호선,진입로 :  지하철 5호선 고덕역 3번 출입구 <br /> - 고덕역 버스 정류장(25-140)간선버스(파랑) 340/지선버스(초록) 3412<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.  ,"강동구 고덕산 내에 위치한 자락길로 전체구간이 완만하여 누구나 이용가능한 노선이다. 고덕근린공원, 샘터근린고원, 방죽근린공원이 인접하며 강동구에서 시행중인 강동그린웨이와도 가까운 지리적 요건을 갖는다. 주택가, 학교, 복지시설에서 접근이 용이하며 5호선 고덕역과 다양한 버스노선등으로 인해 접근이 가능하다. ",http://gil.seoul.go.kr/view/course/2013/10/23/,고덕산 자락길,2013-10-23 16:51,고덕산,971,강덕초교,214183.9504,451013.0318,강덕초교
5000,한강지천길/계절길,2,강북,"용산구,중구",8.45Km,3시간,1,0,"5호선,중앙선",진입로 1 : 마포역 지하철 5호선 4번 출구<br /> 진입로 2 : 서빙고역 지하철 중앙선<br /> 진입로 3 : 한남역 지하철 중앙선<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,한강시민공원 이촌지구를 따라 걷는 한강 수변 길로 넓게 펼쳐진 한강과 아름다운 공원에  지루할 틈 없는 코스,http://gil.seoul.go.kr/view/course/2014/07/02/3193848915978913.zip,용산한강길,2013-09-27 18:00,마포대교 원효대교 인근~한강시민공원 이촌지구 인근~동작대교 인근~서빙고역 반포대교 인근~한남역 인근,1408,"서빙고역, 반포대교 인근",199225.9609,446407.9934,"서빙고역, 반포대교 인근"
5000,한강지천길/계절길,2,강북,"용산구,중구",8.13Km,2시간,1,0,"1호선,2호선",진입로 1 : 종각역 지하철 1호선 5번 출구<br /> 진입로 2 : 을지로입구역 지하철 2호선 3번 출구<br /> 진입로 3 : 한양대역 지하철 2호선 3번 출구<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ,서울의 한복판인 종로구와 중구와의 경계를 잇는 하천으로 다양한 행사와 공연이 펼쳐짐,http://gil.seoul.go.kr/view/course/2014/07/02/3202558730705654.zip,청계천길,2013-09-27 17:52,청계광장 인근~청계2가 인근~청계3가 인근~방산종합상가A동 인근~청평화시장 인근~롯데캐슬 베네치아 아파트 인근,1114,마장역 지하철 5호선,203812.1532,451829.9102,마장역 지하철 5호선
1000,생태문화길,2,강북,"용산구,중구",1.63km,40분,1,0,"4호선,6호선","진입로 1 : 삼각지역 지하철 4, 6호선 3번 출구(또는 삼각지역 12번 출구에서 전쟁기념관으로 바로 진입)  <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 호국 자료의 수집?보존?전시, 전쟁의 교훈과 호국정신 배양, 선열들의 호국 위훈 추모를 목적으로 1990년 9월 착공해 1993년 12월 완공하고, 1994년 6월 10일 개관한 기념관이다. 연건평 2만 5천 평에 지하 2층, 지상 4층 규모이며, 호국추모실?전쟁역사실?한국전쟁실?해외파병실?국군발전실?대형장비실 등 6개 전시실로 구분되어 있는 전쟁기념관과 옥외에 조성된 공원을 둘러보며 역사를 되새길 수 있는 코스이다.",http://gil.seoul.go.kr/view/course/2014/07/16/4386321755564978.zip,전쟁기념관 산책길,2013-09-27 17:49, 옥외전시장~전사자영비,918,전사자영비,198062.4628,448509.3137," 기념관 양측 화랑에 국군전사자명비와 유엔군전사자명비가 있으며, 6.25전쟁과 월남전 등에서 전사한 장병과 경찰, UN군의 명비가 세워져 있다."
1000,생태문화길,2,강북,"용산구,중구",3.30km,1시간,2,0,"4호선,중앙선","진입로 1 : 이촌역 지하철 중앙선, 4호선 2번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ", 한국 최대 박물관인 국립중앙박물관을 거쳐 도심 속의 녹색쉼터 용산가족공원을 탐방하는 코스이다. ,http://gil.seoul.go.kr/view/course/2014/06/30/3022839613909858.zip,용산가족 산책길,2013-09-27 17:44, 국립중앙박물관~거울못~용산가족공원~보신각종,915,보신각종,198440.3787,447057.4072," 높이 318cm 보물 제2호로 지정되어 있으며, 조석을 알리던 종으로 조선 세조13년 주조되어 원각사에 있다가 광해군 11년에 현재의 보신각 자리로 옮겨졌다."
1000,생태문화길,2,강북,"용산구,중구",6.02km,2시간,1,0,"1호선,2호선","진입로 1 : 시청역 지하철 1, 2호선 10번 출구 <br /> 진입로 2 : 서울신문사 버스 정류장(02-137) 간선버스 101, 150, 402, 501, 506, 405 지선버스 1711, 7016 순환버스 91s투어 <br /> 진입로 3 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    "," 옛 정취가 그대로 살아있는 높다란 돌담길을 걷다 정동극장, 구러시아공사관, 서울의 역사가 고스란히 담긴 서울 역사박물관 등을 거치며 다양한 볼거리와 배울거리를 만나는 서울 도심의 보석 같은 코스",http://gil.seoul.go.kr/view/course/2014/07/16/4385387005457358.zip,덕수궁 산책길,2013-09-27 17:32, 덕수궁 돌담길~대한문~경운궁 양이재~홍화문~정동공원,907,서울시 역사박물관,197297.3946,452397.6379," 서울의 역사와 전통문화를 보여주는 공간이며, 사울을 찾는 내 외국인들에게 서울의 문화를 느끼고 체험할 수 있는 기회와 장소를 제공하는 문화공간이다."
1000,생태문화길,2,강북,"용산구,중구",2.29km,1시간,1,0,6호선,진입로 1 : 한강진역 지하철 6호선 1번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.  ," 남산식물원은 서울시 중구 남산에 있던 식물원으로 1968년 개원하여 2006년까지 운영되었다. 2009년부터 노후화된 시설을 철거하고 실개천, 휴게공간 조성 및  녹지공간 복원 등을하여 2010년말 새롭게 개장했다. 숲길이 잘 정비되어 있고 다양한 식물들이 풍성해 보행자들에게 산책의 묘미를 느끼게 해주는 코스이다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385289108582766.zip,남산야외식물원 산책길,2013-09-27 17:28, 라틴아메리카 공원~야생화 공원~ 팔도소나무 단지,897,지하철정류장(한강진역1번출입구),200145.376,448977.6785,지하철정류장(한강진역1번출입구)
1000,생태문화길,2,강북,"중구,중랑구",9.17km,3시간,2,0,"1호선,3호선,4호선","진입로 1 : 서울역 지하철 1, 4호선 11번 출구 <br />    진입로 2 : 충무로역 지하철 3, 4호선 4번 출구 <br />    진입로 3 : 도보진입 <br />    진입로 4 : 명동입구 버스 정류장(02-149) 간선버스 104, 463, 604, 507, 421, 지선버스 7011, 순환버스 05, 90s투어  <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    "," 그 옛날 이 정도 석성을 쌓으려면 도대체 얼마나 많은 인력과 시간이 필요했을까? 하는 의문을 품게 만드는 성곽길로 코스를 시작한다. 서울성곽에 나 있는 길 중에서도 가장 걷기 편한 구간이 바로 이 길의 시작이다. 이후 걷게 되는 남산북측순환산책로는 남산 산책로 중의 으뜸이라 중언부언할 필요가 없을 정도이다. 좋은 길만 엮어 놓았으니 기분 좋게 발걸음 떼는 일만 남았다. <br />※가을에는 곱게 물든 단풍이 장관을 이룬다. 코스 중간에 있는 N서울타워는 각종 공연과 문화 행사 등 볼거리를 제공하고, 사랑의 열쇠탑은 연인들이 사람을 확인하고 맹세하기 위해 많이 찾는 명소이기도 하다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385262476567994.zip,남산 순환 나들길,2013-09-27 17:16, 남산도서관앞~N서울타워~남산공원~와룡묘,896,와룡묘,198785.3333,450633.3824," 서울특별시 민속자료 제5호로 지정되어있으며, 중국 삼국시대 촉한의 정치가인 제강공명을 모시는 묘사로 조선시대 말 엄상궁이 처음으로 세웠다는 설이 있다."
1000,생태문화길,2,강북,"용산구,중구",1.88km,1시간,1,0,,"진입로 1 : 순천향대학병원 버스 정류장(03-163) 직행버스 9007, 9003, 9300, 7900, 8800, 9001, 1005-1, 5500, 5500-2, 5500-1, 9000, 1150, 5007, 5000, 5005, 8100, 광역버스 9401, 9401B  <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ", 도심 속 작은 숲 속으로 인근 주민들이 산책을 즐기며 남산과도 이어진다.,http://gil.seoul.go.kr/view/course/2014/06/30/3026994824100588.zip,한남매봉공원 산책길,2013-09-27 17:10, 단국대학교~매봉산공원~힐사이드아파트~남산공원길,879,버스정류장(순천향대학병원),200595.9103,448449.1061,버스정류장(순천향대학병원)
5000,한강지천길/계절길,2,강북,"광진구,성동구",12.84Km,4시간,1,0,"3호선,7호선,중앙선","진입로 1 : 옥수역 지하철 3호선, 중앙선 한강공원방면 출구<br /> 진입로 2 : 뚝섬유원지역 지하철 7호선<br /> 진입로 3(경로 끝) : 우미내검문소.고구려대장간마을 버스 정류장(22-007) 일반 96, 95, 92, 93, 1-2, 1-1, 15, 2000-1, 2000-3, 1, 1-4, 23, 9, 91, 97 직행 11, 1660, 100<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",서울숲과 뚝섬한강공원을 경유하며 한강변을 따라 걷는 코스. <br />  <div class='table_css'> <table border='1'> <caption>※ 세부코스</caption> 	<tr> 		  <th colspan='2'>세부코스</th> 		  <th>거리(km)</th> 		  <th>소요시간</th> 		  <th>비고</th> 	  </tr> 	<tr> 		<td rowspan='3'>성동광진구한강길</td> 	</tr> 	<tr> 		  <td>1</td> 		  <td>6.23</td> 		  <td>1시간 50분</td> 		  <td>옥수역 인근~뚝섬유원지 인근(뚝섬유원지역)</td> 	</tr> 	<tr> 	 	  <td>2</td> 		  <td>6.61</td> 		  <td>2시간 10분</td> 		  <td>뚝섬유원지 인근(뚝섬유원지역)~쉐라톤워커힐 호텔 인근</td> 	</tr> 	 </table> </div>,http://gil.seoul.go.kr/view/course/2014/07/15/4328680918888258.zip,성동광진구한강길,2013-09-27 17:07,"옥수역 인근~서울숲 인근~영동대교 인근~뚝섬유원지 인근~뚝섬유원지, 잠실대교 인근~동서울터미널 인근~올림픽대교, 강변북로 인근~쉐라톤워커힐호텔 인근",1311,영동대교 인근,205219.5806,448136.9389,영동대교 인근
1000,생태문화길,2,강북,"광진구,성동구",1.89km,2시간,1,0,"5호선,7호선",진입로 1 : 아차산역 지하철 5호선 4번 출입구 <br />    진입로 2 : 어린이대공원역 지하철 7호선 6번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 53만여㎡의 넓은 공간속에 동물원, 식물원, 놀이동산 및 다양한 공연시설과 체험공간이 가득한 어린이 가족테마공원이다.    (`Free course` 로 자유롭게 다닐 수 있도록 조성)",http://gil.seoul.go.kr/view/course/2014/06/30/3021550150188780.zip,어린이대공원 산책길,2013-09-27 16:56, 모험의 나라 놀이터~음악분수~전래동화마을~물놀이장,874,어린이대공원 후문,207386.2912,450095.8531,어린이대공원 후문
1000,생태문화길,2,강북,"광진구,성동구",2.78km,3시간,3,0,5호선,진입로 1 : 도보진입(동의초등학교) <br /> - 아차산역 지하철 5호선 2번 출구에서 도보로 이동(약 1km)하여 동의초등학교로 갈 수 있다<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   , 서울 한강 북쪽의 아차산은 아끼산 아계산으로도 불린다. 고구려 장군 온달이 신라군과 싸우다 전사했다는 이야기도 전해 내려오며 능선에서는 한강 유역을 한 눈에 내려다 볼 수 있어 예전부터 군사적 요충지로 손꼽힌다. <br />※가을이면 아차산 능선에서 보이는 한강 둔치에 코스모스 물결이 장관이다. 또한 산은 낮아도 주변 일대가 평지라 정상에서 보이는 한강과 어우러진 도심의 야경은 탄성을 자아내기에 충분하다. ,http://gil.seoul.go.kr/view/course/2014/07/04/3368967143518899.zip,아차산 숲 나들길,2013-09-27 16:44, 만남의 광장~소나무림~아차산성~아차산성 유원지~오동나무 자생지,871,오동나무 자생지,209179.8173,450326.4177,오동나무 자생지
1000,생태문화길,2,강북,"광진구,성동구",2.93㎞,1시간30분,1,0,"2호선,5호선,7호선","출 발 지 : 군자역 지하철 5호선, 7호선 8번 출입구 <br />    도 착 지 : 한양대역 지하철 2호선 3번 출구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ",무료로 개방되는 어린이대공원을 후문으로 들어가 한 바퀴 돈 후 정문으로 나가게 된다. 이름 그대로 아이들과 함께 가도 아주 좋을만한 코스이다. 이후 군자교 부근에서 시작되는 송정동 둑길을 지난다. 옆으로 동부간선도로를 달리는 자동차 소리가 들리기는 하지만 높이 솟은 가로수들이 시원한 그늘을 드리우고 있어 한여름에도 걷기가 나쁘지 않다. 또한 중반 무렵 화장실 왼쪽으로 시작되는 은행나무길은 울창한 숲 속에 들어와 있는 착각마저 불러일으킨다. 이후 조선시대에 가장 긴 다리였다는 살곶이다리를 건너 중랑천길을 잠시 걸어 응봉역으로 진입한다. ,http://gil.seoul.go.kr/view/course/2014/06/30/3019036584639926.zip,성동 송정둑길,2013-09-27 16:07, 아차산역~어린이대공원~송정동 둑길~살곶이다리~응봉역,948,살곶이다리,204119.667,450402.6327,"성동구 사근동 102번지 남쪽 현재 성동교 동쪽에 위치해 있는 돌다리로서 중랑천에 놓여 있다. 살곶이 앞에 있다 하여 살곶이다리, 또는 살꽂이다리라고 하였고 한자명으로 전곶교(箭串橋)라고 한다. 조선을 건국한 이성계는 아들 이방원이 왕자의 난을 거쳐 태종으로 등극하자 함흥으로 내려가 한양으로 돌아오지 않음으로써 이방원의 등극을 부정하였다. 그 후 신하들의 간곡한 청으로 함흥에서 돌아오는 태조를 태종이 이곳 중랑천 하류 한강가에서 천막을 치고 아버지를 맞이하게 되었다. 이때 태조가 태종을 향해 활을 쏘았으나 맞히지 못하고 화살이 땅에 꽂혀 이 지역을 화살이 꽂힌 곳이라 하여 살꽂이 혹은 살곶이라 불렀다는 이야기가 전한다. 이 다리는 조선시대 다리로는 가장 길었으며 제반교(濟盤橋)라고도 불렀다. 현재는 중간 부분이 훼손된 채 양쪽 가장자리만이 원형을 보존하고 있으며 보물 제1738호로 지정되어 있다.     세종이 지시하여 공사를 시작하였으나 홍수를 이겨내지 못해 허물어지기를 되풀이해 60여년 후인 성종 14년에 완성했다. 가운데 두 줄의 교각을 낮게 설계하여 다리의 중량이 자연스럽게 중앙으로 모이게 했으며, 교각에 수많은 흠집을 내어 물살의 영향을 덜 받도록 만들었다. "
1000,생태문화길,2,강북,"광진구,성동구",5.22km,2시간,1,0,"2호선,분당선",진입로 1 : 서울숲역 지하철 분당선 3번 출구(또는 뚝섬역 지하철 2호선 8번 출구로 나와 서울숲으로 이동) <br />    진입로 2 : 도보진입 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    , 5개의 테마공원을 갖추고 서울시민들의 웰빙 쉼터로 시민들이 가꾼 자연의 숲.    `Free course` 로 자유롭게 다닐 수 있도록 조성한 코스이다.,http://gil.seoul.go.kr/view/course/2014/07/16/4386050801359036.zip,서울숲 공원 산책길,2013-09-27 15:55, 숲속길~뚝섬가족마당~거울연못~바람의 언덕,855,서울숲 4번 출입구,203694.1428,449659.4101,서울숲 4번 출입구
1000,생태문화길,2,강북,"광진구,성동구",8.82km,3시간30분,2,0,"2호선,분당선",진입로 1 : 뚝섬역 지하철 2호선 8번 출입구 <br />    진입로 2 : 서울숲역 지하철 분당선 3번 출입구 <br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.    ," 서울숲에서 시작하여 응봉공원, 금호산, 매봉산을 거쳐 남산에 이르는 코스이다. 2010년 성동구에서 조성한 산책로로서 곳곳에 안내판이 설치되어 있어 헤메지 않고 쉽게 찾아갈 수 있다. 서울숲은 115만㎡에 5개의 테마공원과 다양한 볼거리를 갖추고 내방객을 기다린다. 응봉공원 전망대에서는 서울숲과 함께 한강 일대가 조망되어 야경 촬영지로도 명성이 높다. <BR /> ※용비교 도로확장공사로 보행로 폐쇄 <BR />  ※서울숲 11번 출입구로 우회하여 이동",http://gil.seoul.go.kr/view/course/2014/06/30/3017529148840601.zip,서울숲 남산 나들길,2013-09-27 15:43, 용비교~응봉공원~독서당공원~금호산~매봉산~서울성곽길,851,서울성곽길,200392.7439,450404.9943, 이성계가 수도를 한양으로 옮기면서 축성을 시작한 서울성곽. 일제강점기를 거치면서 많은 부분이 훼손되었으나 1975년부터 서울성곽복원사업이 시행되어 지금도 진행이 되고 있다. 여기에 소개하는 코스는 그런 서울성곽 중에서도 비교적 걷기 쉬운 장충동 구간이다. 얼마간 성 외곽을 걷다가 성곽 안쪽으로 유턴하듯 돌아서는 순간 눈 앞에 펼쳐지는 도시의 스카이라인이 볼만하다.
5000,한강지천길/계절길,2,강북,동대문구,3.57Km,1시간,1,0,"1호선,6호선","진입로 1 : 제기동역 지하철 1호선 4, 5번 출구<br /> 진입로 2(경로 끝 부근) : 월곡역(동덕여대) 지하철 6호선<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다. ",성북구 정릉동 삼각산 계곡에서 발원하여 동대문구 신설동과 용두동 사이를 통과 청계천으로 흘러 들어가 다시 중랑천과 한강으로 합류,http://gil.seoul.go.kr/view/course/2014/07/02/3197938355256156.zip,정릉천길,2013-09-27 15:37,제기로9길 인근~고산자로58길 인근~코업스타클래스 인근,1073,제기동역 지하철 1호선,203080.9528,453175.7811,제기동역 지하철 1호선
1000,생태문화길,2,강북,동대문구,1.83km,1시간,1,0,6호선,진입로 1 : 고려대역 지하철 6호선 3번 출구 <br />  ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   ," 안암동 고려대학교에서 회기동 경희대학교로 넘어가는 도로변에 위치한 국립산림과학원. 그 안에 살아 숨 쉬는 홍릉수목원은 우리나라 최초의 수목원으로 44만㎡ 면적에 수많은 국내식물이 식재되어 있다. 형형색색의 기화요초는 거대한 정원을 연상하게 만들고 아름드리나무들 사이로 조성된 2㎞ 산책로는 ‘도심 속 오아시스’를 느끼게 한다. <font color = 'red'>단, 홍릉수목원은 식물 연구 중심의 수목원이라 평일에는 일반인에게 개방되지 않으므로 토요일, 일요일에 이용해야 한다(무료)</font> <br />  ※관람시간 : 겨울철(11~2월) 10:00~16:00, 여름철(3~10월) 10:00~17:00<br /> ※자세한 사항은 국립산림과학원(홍릉숲)홈페이지에서 확인하실 수 있습니다.<br /> ※문의전화 : 02-961-2552",http://gil.seoul.go.kr/view/course/2014/06/30/3027787042996508.zip,홍릉수목원길,2013-09-27 15:33, 홍릉수목원 입구~조경인의 숲,836,지하철정류장(고려대역3번출입구),203225.0017,454534.2092,지하철정류장(고려대역3번출입구)
1000,생태문화길,2,강북,동대문구,3.51km,2시간,2,0,"1호선,중앙선","진입로 1 : 시립대입구 버스 정류장 마을 동대문05 <br />    진입로 2 : 답십리2동한양아파트앞 버스 정류장(06-228) 간선 262, 지선 2112, 3220 <br />    진입로 3 : 배봉초등학교앞 버스 정류장(06-210) 지선 2015, 2233, 2311, 2230  <br />    진입로 4 : 도보진입 <br /> - 지하철 1호선, 중앙선 회기역 2번 출구에서 삼육병원으로 이동 배봉산근린공원입구로 진입(약 800m)<br /> ※교통편의 변경이 있을 수 있으니 출발전 확인 바랍니다.   "," 동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데, 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며, 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며, 목마장의 울타리가 지났던 곳이다.<br /> ※배봉산은 작은 동산이라 누구나 쉽게 오를 수 있고 능선도 완만하게 이어져 시민들에게 사랑받는 산책로이다. 높은 산처럼 조망이 좋지는 않지만 우거진 나무들 덕에 가을에는 낙엽을 밟으며 가을을 몸으로 느낄 수 있다.",http://gil.seoul.go.kr/view/course/2014/07/16/4385704558363439.zip,배봉산 답십리 나들길,2013-09-27 15:21, 배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,829,버스정류장(배봉초등학교앞),205959.0847,453240.7763,버스정류장(배봉초등학교앞)
